loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,name,pan_card,loan_returned,trustworthiness_score,education_enc,self_employed_enc,loan_status_enc
890,2,Not Graduate,Yes,4800000.0,16500000.0,10,350,2000000.0,6500000.0,11400000.0,2900000.0,Rejected,Ankit Kumar,GJBXR2733E,,50,0.0,1.0,0
891,4,Not Graduate,No,4900000.0,10700000.0,20,321,1200000.0,400000.0,11100000.0,6500000.0,Rejected,Ankit Mehta,BOCAM3050A,,50,0.0,0.0,0
892,3,Graduate,Yes,4800000.0,10100000.0,4,368,9100000.0,5100000.0,16500000.0,3500000.0,Rejected,Suresh Singh,WIKHB7555D,,50,1.0,1.0,0
893,4,Graduate,No,9300000.0,24900000.0,14,455,27600000.0,4700000.0,35100000.0,13900000.0,Rejected,Priya Bansal,LYLLV9393Y,,50,1.0,0.0,0
894,5,Not Graduate,Yes,7500000.0,24600000.0,8,744,1600000.0,3600000.0,16700000.0,9300000.0,Approved,Vikas Singh,YAVEX9127M,,50,0.0,1.0,1
895,1,Graduate,No,5900000.0,16800000.0,4,806,11200000.0,9700000.0,22800000.0,7100000.0,Approved,Shreya Kapoor,UFATP9732V,,50,1.0,0.0,1
896,0,Graduate,No,9400000.0,27900000.0,6,456,21400000.0,18500000.0,35600000.0,7800000.0,Rejected,Isha Bansal,NSLEU9797Q,,50,1.0,0.0,0
897,5,Graduate,No,5300000.0,13400000.0,8,719,1600000.0,200000.0,11400000.0,5300000.0,Approved,Anjali Gupta,ASLCQ0101A,,50,1.0,0.0,1
898,4,Graduate,No,3700000.0,9000000.0,18,668,7800000.0,1600000.0,13400000.0,3100000.0,Approved,Anjali Kapoor,RKGRZ4259K,,50,1.0,0.0,1
899,0,Graduate,Yes,2500000.0,5800000.0,18,494,5100000.0,4400000.0,8500000.0,2300000.0,Rejected,Manish Sharma,UHNJV2413A,,50,1.0,1.0,0
900,4,Not Graduate,No,2800000.0,10800000.0,2,841,700000.0,2600000.0,7100000.0,4100000.0,Approved,Neha Mehta,YGRWI2309C,,50,0.0,0.0,1
901,0,Graduate,Yes,5400000.0,21400000.0,8,721,8200000.0,6400000.0,16700000.0,7400000.0,Approved,Sneha Agarwal,TXWHS6482D,,50,1.0,1.0,1
902,5,Graduate,No,3100000.0,9400000.0,10,414,200000.0,5300000.0,8000000.0,2800000.0,Rejected,Suresh Malhotra,CVMTF7654Q,,50,1.0,0.0,0
903,5,Not Graduate,No,4800000.0,15500000.0,10,812,9500000.0,1500000.0,17800000.0,3500000.0,Approved,Isha Singh,FXPAE9283V,,50,0.0,0.0,1
904,1,Not Graduate,No,8800000.0,17500000.0,20,832,1800000.0,3600000.0,24000000.0,7400000.0,Approved,Manish Agarwal,IHBPK1410R,,50,0.0,0.0,1
905,2,Graduate,No,4100000.0,14900000.0,12,571,-100000.0,5200000.0,13000000.0,3400000.0,Approved,Nikhil Verma,GNZCS1336J,,50,1.0,0.0,1
906,5,Not Graduate,No,9700000.0,37000000.0,14,459,28700000.0,17900000.0,22800000.0,5600000.0,Rejected,Neha Kapoor,PGNKE5394X,,50,0.0,0.0,0
907,2,Graduate,Yes,6400000.0,24100000.0,6,592,2500000.0,6300000.0,20200000.0,6000000.0,Approved,Isha Malhotra,UXHWU5490D,,50,1.0,1.0,1
908,5,Graduate,No,3400000.0,13100000.0,20,527,900000.0,4500000.0,8600000.0,4000000.0,Rejected,Pooja Mehta,VXCEH1585S,,50,1.0,0.0,0
909,4,Not Graduate,No,3500000.0,10200000.0,12,333,7600000.0,6400000.0,8100000.0,3400000.0,Rejected,Amit Malhotra,CXWAT0130U,,50,0.0,0.0,0
910,3,Not Graduate,No,3200000.0,10000000.0,18,532,3300000.0,100000.0,9800000.0,2100000.0,Rejected,Rahul Verma,KDSOL0526Q,,50,0.0,0.0,0
911,2,Graduate,Yes,4900000.0,13100000.0,18,754,8200000.0,3300000.0,16500000.0,7200000.0,Approved,Pooja Kumar,BFFNP9094B,,50,1.0,1.0,1
912,0,Graduate,Yes,1300000.0,4800000.0,4,835,500000.0,100000.0,3300000.0,800000.0,Rejected,Rahul Agarwal,ZPFZG4402Z,,50,1.0,1.0,0
913,4,Graduate,No,2500000.0,5400000.0,10,592,3400000.0,1500000.0,9900000.0,2900000.0,Approved,Amit Gupta,RUNGB5369C,,50,1.0,0.0,1
914,0,Graduate,No,7500000.0,27300000.0,20,553,11600000.0,2800000.0,26200000.0,6100000.0,Approved,Rohit Sharma,KWGBW0664O,,50,1.0,0.0,1
915,2,Graduate,No,700000.0,2000000.0,8,806,1900000.0,1100000.0,2200000.0,400000.0,Approved,Ankit Kapoor,BYFTS5607N,,50,1.0,0.0,1
916,4,Graduate,Yes,8200000.0,28500000.0,2,378,6800000.0,11200000.0,26400000.0,11500000.0,Approved,Arjun Singh,VYPTQ5578P,,50,1.0,1.0,1
917,1,Not Graduate,No,6900000.0,26200000.0,4,534,14500000.0,11900000.0,14900000.0,9400000.0,Approved,Pooja Sharma,XXJAU1801E,,50,0.0,0.0,1
918,1,Not Graduate,Yes,1500000.0,5900000.0,16,400,4200000.0,2400000.0,4800000.0,1500000.0,Rejected,Shreya Gupta,RSFSB9299T,,50,0.0,1.0,0
919,3,Graduate,No,6300000.0,18300000.0,18,543,1800000.0,9400000.0,17700000.0,3500000.0,Rejected,Arjun Gupta,MAJRT4818K,,50,1.0,0.0,0
920,0,Not Graduate,Yes,8800000.0,25600000.0,10,715,25300000.0,2500000.0,34900000.0,8600000.0,Approved,Isha Bansal,DKOTZ1061W,,50,0.0,1.0,1
921,4,Graduate,Yes,8900000.0,20700000.0,6,684,1100000.0,9200000.0,20400000.0,6700000.0,Approved,Pooja Malhotra,JKLRO9264K,,50,1.0,1.0,1
922,3,Not Graduate,Yes,2100000.0,6100000.0,8,346,5500000.0,600000.0,4500000.0,2900000.0,Rejected,Nikhil Kumar,CNHJB8304R,,50,0.0,1.0,0
923,1,Graduate,Yes,9200000.0,29200000.0,6,669,9900000.0,12900000.0,23400000.0,11700000.0,Approved,Rakesh Bansal,QGTNG6200Y,,50,1.0,1.0,1
924,2,Not Graduate,No,3600000.0,8000000.0,12,566,10500000.0,3000000.0,8900000.0,2700000.0,Approved,Sneha Bansal,IMRYC2158E,,50,0.0,0.0,1
925,0,Not Graduate,Yes,8600000.0,23600000.0,2,361,25800000.0,5300000.0,24700000.0,7500000.0,Rejected,Riya Kumar,HUSXW9818D,,50,0.0,1.0,0
926,5,Graduate,No,3000000.0,8000000.0,6,333,3200000.0,400000.0,8200000.0,2200000.0,Rejected,Anjali Mehta,RJKBS8713R,,50,1.0,0.0,0
927,3,Not Graduate,Yes,5200000.0,16300000.0,8,335,9500000.0,7000000.0,13600000.0,7300000.0,Rejected,Pooja Mehta,RTCDK2243Q,,50,0.0,1.0,0
928,3,Graduate,Yes,7200000.0,20400000.0,10,558,0.0,13200000.0,27200000.0,10600000.0,Approved,Rahul Verma,PYZVJ5873K,,50,1.0,1.0,1
929,1,Not Graduate,Yes,4000000.0,15600000.0,12,436,10400000.0,2800000.0,14800000.0,3200000.0,Rejected,Nikhil Gupta,DYPUY3200H,,50,0.0,1.0,0
930,1,Not Graduate,No,2400000.0,5200000.0,2,371,6100000.0,3100000.0,8500000.0,1400000.0,Rejected,Riya Singh,OJSON7816I,,50,0.0,0.0,0
931,2,Not Graduate,Yes,5500000.0,18400000.0,10,515,6800000.0,4400000.0,18500000.0,4100000.0,Rejected,Arjun Mehta,VSCZG8985U,,50,0.0,1.0,0
932,0,Not Graduate,Yes,9000000.0,24300000.0,10,599,12900000.0,3400000.0,26900000.0,6400000.0,Approved,Pooja Agarwal,NKWPI3603X,,50,0.0,1.0,1
933,0,Not Graduate,Yes,7900000.0,24000000.0,20,728,18600000.0,15600000.0,21800000.0,7400000.0,Approved,Rohit Kapoor,RRYHE7232B,,50,0.0,1.0,1
934,2,Not Graduate,Yes,6200000.0,21600000.0,20,679,18600000.0,2500000.0,24500000.0,9100000.0,Approved,Ankit Malhotra,AVFOB3978T,,50,0.0,1.0,1
935,3,Graduate,Yes,7900000.0,29200000.0,4,399,23200000.0,5500000.0,30200000.0,6900000.0,Approved,Kavita Kumar,WSLPI9212Q,,50,1.0,1.0,1
936,3,Not Graduate,No,1200000.0,4500000.0,6,819,1400000.0,1100000.0,4400000.0,900000.0,Approved,Neha Verma,TWEIV1002C,,50,0.0,0.0,1
937,1,Graduate,No,4700000.0,11700000.0,6,308,11800000.0,1100000.0,15100000.0,3700000.0,Rejected,Meera Singh,IPPBF7916C,,50,1.0,0.0,0
938,5,Graduate,Yes,5900000.0,15600000.0,2,730,12600000.0,4700000.0,15900000.0,5900000.0,Approved,Arjun Bansal,KLIIP7841F,,50,1.0,1.0,1
939,4,Not Graduate,Yes,1400000.0,5100000.0,14,312,4000000.0,1000000.0,3200000.0,1400000.0,Rejected,Amit Sharma,PXXZE1944O,,50,0.0,1.0,0
940,3,Not Graduate,Yes,4700000.0,12800000.0,16,740,2200000.0,8600000.0,11700000.0,6100000.0,Approved,Arjun Singh,WNLCR4614H,,50,0.0,1.0,1
941,5,Graduate,Yes,7600000.0,20000000.0,10,522,21500000.0,1400000.0,20400000.0,4300000.0,Rejected,Vikas Agarwal,UVETL7063A,,50,1.0,1.0,0
942,4,Graduate,No,7200000.0,16900000.0,4,702,15900000.0,7100000.0,22000000.0,9600000.0,Approved,Nikhil Agarwal,YSSBV1753C,,50,1.0,0.0,1
943,4,Not Graduate,Yes,1400000.0,4300000.0,16,447,3600000.0,1200000.0,5300000.0,1000000.0,Rejected,Sneha Kapoor,XUEWU1664T,,50,0.0,1.0,0
944,5,Graduate,No,1400000.0,2900000.0,4,829,800000.0,600000.0,5400000.0,1600000.0,Approved,Neha Sharma,IOIGY9761T,,50,1.0,0.0,1
945,2,Graduate,No,7900000.0,18500000.0,18,727,20200000.0,12400000.0,19600000.0,7100000.0,Approved,Meera Malhotra,THPOZ7635R,,50,1.0,0.0,1
946,5,Not Graduate,Yes,7600000.0,18700000.0,14,509,8500000.0,8500000.0,22200000.0,3700000.0,Rejected,Shreya Mehta,OGOYP9562O,,50,0.0,1.0,0
947,3,Graduate,Yes,9600000.0,34200000.0,2,745,2500000.0,2000000.0,33000000.0,6700000.0,Approved,Manish Singh,PGLMP6880L,,50,1.0,1.0,1
948,1,Not Graduate,No,2300000.0,6600000.0,18,513,4600000.0,900000.0,9000000.0,1600000.0,Rejected,Priya Bansal,NGGAP7516E,,50,0.0,0.0,0
949,2,Not Graduate,No,8100000.0,18500000.0,6,372,19100000.0,10200000.0,31000000.0,7900000.0,Rejected,Meera Kapoor,FFZSV6078G,,50,0.0,0.0,0
950,2,Graduate,Yes,300000.0,700000.0,4,411,600000.0,0.0,1200000.0,100000.0,Rejected,Shreya Verma,MRZYI1805U,,50,1.0,1.0,0
951,4,Graduate,No,4700000.0,10800000.0,20,495,11300000.0,6800000.0,17000000.0,4500000.0,Rejected,Rakesh Singh,IAVNV1510V,,50,1.0,0.0,0
952,5,Not Graduate,No,1100000.0,2500000.0,4,827,2400000.0,1000000.0,4100000.0,600000.0,Approved,Meera Verma,OIVIV4191T,,50,0.0,0.0,1
953,4,Not Graduate,No,8600000.0,25100000.0,6,820,14400000.0,5000000.0,26000000.0,8300000.0,Approved,Amit Agarwal,CGFYC7698K,,50,0.0,0.0,1
954,5,Graduate,Yes,8700000.0,28100000.0,10,660,25500000.0,800000.0,25900000.0,10100000.0,Approved,Rohit Verma,OWDUZ2777K,,50,1.0,1.0,1
955,0,Not Graduate,No,2200000.0,8600000.0,4,563,900000.0,1000000.0,4400000.0,2800000.0,Approved,Isha Agarwal,HRHUQ1665G,,50,0.0,0.0,1
956,1,Not Graduate,Yes,500000.0,1400000.0,10,883,900000.0,0.0,1700000.0,300000.0,Approved,Manish Bansal,ICUOH5901L,,50,0.0,1.0,1
957,0,Not Graduate,Yes,9100000.0,22000000.0,12,387,25300000.0,15600000.0,31700000.0,7000000.0,Rejected,Isha Kapoor,OWUQW0871M,,50,0.0,1.0,0
958,1,Graduate,No,2200000.0,8700000.0,12,613,500000.0,1800000.0,5700000.0,2400000.0,Approved,Rohit Bansal,YDIIE1061K,,50,1.0,0.0,1
959,0,Not Graduate,Yes,2200000.0,8000000.0,14,335,2800000.0,3700000.0,6900000.0,2900000.0,Rejected,Ankit Malhotra,QFPUI8236J,,50,0.0,1.0,0
960,1,Graduate,Yes,9600000.0,34500000.0,2,795,9500000.0,900000.0,32000000.0,9300000.0,Approved,Nikhil Verma,OVMOD7163W,,50,1.0,1.0,1
961,1,Graduate,Yes,6500000.0,13900000.0,8,369,9600000.0,300000.0,17200000.0,8300000.0,Rejected,Shreya Kapoor,OUFSK4039Z,,50,1.0,1.0,0
962,4,Graduate,Yes,2400000.0,7400000.0,18,888,2700000.0,1600000.0,7600000.0,3200000.0,Approved,Kavita Gupta,OSVRQ0720K,,50,1.0,1.0,1
963,4,Not Graduate,No,5500000.0,12300000.0,6,742,12900000.0,2700000.0,19800000.0,4300000.0,Approved,Shreya Verma,IUTIN6025V,,50,0.0,0.0,1
964,0,Graduate,No,5000000.0,14400000.0,4,874,3000000.0,9300000.0,14100000.0,3900000.0,Approved,Arjun Gupta,ZGKLE9341X,,50,1.0,0.0,1
965,1,Graduate,No,2700000.0,8100000.0,16,691,2000000.0,3600000.0,8100000.0,2100000.0,Approved,Kavita Singh,TLIFD4137D,,50,1.0,0.0,1
966,3,Not Graduate,Yes,8500000.0,30300000.0,12,762,12700000.0,3700000.0,20000000.0,4200000.0,Approved,Meera Singh,JWEOP6639T,,50,0.0,1.0,1
967,1,Graduate,No,4400000.0,10700000.0,18,324,2200000.0,3300000.0,12700000.0,5400000.0,Rejected,Suresh Singh,TEDWP1712N,,50,1.0,0.0,0
968,4,Not Graduate,No,500000.0,1800000.0,20,777,900000.0,300000.0,1300000.0,200000.0,Approved,Amit Mehta,QCDPB8416B,,50,0.0,0.0,1
969,0,Graduate,No,8300000.0,21400000.0,2,662,6100000.0,12300000.0,24500000.0,10200000.0,Approved,Riya Kumar,YWMMS5254D,,50,1.0,0.0,1
970,2,Not Graduate,Yes,6000000.0,13000000.0,12,462,2100000.0,2500000.0,14600000.0,5600000.0,Rejected,Riya Singh,APEVN0612R,,50,0.0,1.0,0
971,3,Not Graduate,Yes,4000000.0,10400000.0,14,609,2100000.0,6900000.0,11700000.0,4600000.0,Approved,Suresh Gupta,ZLEKB3373Y,,50,0.0,1.0,1
972,5,Graduate,Yes,4400000.0,11700000.0,20,590,900000.0,2700000.0,15500000.0,2300000.0,Approved,Nikhil Mehta,ZAHTE5856A,,50,1.0,1.0,1
973,3,Graduate,Yes,4400000.0,15800000.0,18,779,7200000.0,5400000.0,14900000.0,3600000.0,Approved,Suresh Malhotra,AVOYX5616Z,,50,1.0,1.0,1
974,2,Graduate,Yes,1900000.0,5000000.0,14,641,1000000.0,900000.0,5500000.0,2400000.0,Approved,Sneha Kumar,EDZCW0624U,,50,1.0,1.0,1
975,0,Graduate,Yes,5000000.0,18400000.0,12,752,14600000.0,4000000.0,10500000.0,6500000.0,Approved,Manish Malhotra,YGMSU8991V,,50,1.0,1.0,1
976,0,Graduate,No,8000000.0,23700000.0,10,305,22200000.0,11600000.0,17200000.0,12000000.0,Rejected,Kavita Kumar,CURTV4051Y,,50,1.0,0.0,0
977,4,Not Graduate,No,8200000.0,20700000.0,10,546,10800000.0,7000000.0,25000000.0,10600000.0,Rejected,Ankit Verma,DDFOG4065B,,50,0.0,0.0,0
978,2,Graduate,No,7000000.0,24200000.0,8,833,13700000.0,4100000.0,26100000.0,9100000.0,Approved,Anjali Verma,FWMXW9626Y,,50,1.0,0.0,1
979,2,Not Graduate,No,2400000.0,8800000.0,18,421,3200000.0,1500000.0,6700000.0,1400000.0,Rejected,Meera Malhotra,HPZFG2462E,,50,0.0,0.0,0
980,5,Graduate,No,6600000.0,18800000.0,4,639,3200000.0,1100000.0,25100000.0,4300000.0,Approved,Nikhil Bansal,VTVHJ2580O,,50,1.0,0.0,1
981,3,Graduate,No,3200000.0,6900000.0,20,735,1500000.0,3700000.0,9200000.0,3100000.0,Approved,Riya Kumar,YMZXA1216L,,50,1.0,0.0,1
982,0,Not Graduate,Yes,2600000.0,5400000.0,2,377,100000.0,4900000.0,6100000.0,2700000.0,Rejected,Rakesh Kapoor,ETLNI3104H,,50,0.0,1.0,0
983,3,Not Graduate,No,6900000.0,15600000.0,20,310,4500000.0,3600000.0,20400000.0,4800000.0,Rejected,Pooja Sharma,ELMNN3167S,,50,0.0,0.0,0
984,4,Graduate,No,4800000.0,14000000.0,2,695,11300000.0,1700000.0,15400000.0,4600000.0,Approved,Kavita Verma,ZAYNT5464I,,50,1.0,0.0,1
985,1,Not Graduate,Yes,300000.0,1200000.0,4,355,700000.0,300000.0,800000.0,200000.0,Approved,Amit Singh,YAMSC4485C,,50,0.0,1.0,1
986,1,Not Graduate,Yes,4300000.0,14100000.0,12,525,2100000.0,1100000.0,14100000.0,5500000.0,Rejected,Nikhil Agarwal,BTHXI9199I,,50,0.0,1.0,0
987,5,Not Graduate,No,700000.0,2400000.0,20,330,1300000.0,700000.0,2500000.0,500000.0,Rejected,Amit Kumar,OIXXH3487Z,,50,0.0,0.0,0
988,5,Graduate,No,9400000.0,25800000.0,14,625,28200000.0,15400000.0,30800000.0,11100000.0,Approved,Vikas Sharma,AYKPJ0113S,,50,1.0,0.0,1
989,3,Not Graduate,Yes,800000.0,2900000.0,10,644,600000.0,500000.0,2900000.0,400000.0,Approved,Priya Singh,QEDVX2525A,,50,0.0,1.0,1
990,5,Not Graduate,No,4400000.0,14900000.0,4,865,8200000.0,6200000.0,14900000.0,3500000.0,Approved,Suresh Kapoor,LBHWD9584B,,50,0.0,0.0,1
991,1,Graduate,Yes,4700000.0,14800000.0,6,661,8500000.0,6000000.0,13600000.0,6400000.0,Approved,Isha Sharma,OJEWQ1870I,,50,1.0,1.0,1
992,2,Not Graduate,No,2300000.0,5000000.0,8,884,1400000.0,1700000.0,6100000.0,1500000.0,Approved,Rakesh Agarwal,AMMBY8290G,,50,0.0,0.0,1
993,5,Graduate,Yes,8500000.0,26700000.0,10,803,500000.0,16600000.0,24400000.0,9600000.0,Approved,Neha Malhotra,UQRNL0749O,,50,1.0,1.0,1
994,2,Graduate,No,7600000.0,28300000.0,12,800,19700000.0,14800000.0,15600000.0,7800000.0,Approved,Nikhil Singh,ATXED3126B,,50,1.0,0.0,1
995,2,Graduate,No,3200000.0,12600000.0,18,796,6200000.0,3500000.0,9600000.0,2000000.0,Approved,Priya Kapoor,XNWNH1333S,,50,1.0,0.0,1
996,4,Not Graduate,No,2400000.0,5000000.0,4,716,1500000.0,2800000.0,6900000.0,1400000.0,Approved,Pooja Mehta,VCOOZ4501Z,,50,0.0,0.0,1
997,0,Graduate,Yes,500000.0,1100000.0,18,479,1500000.0,500000.0,1800000.0,600000.0,Rejected,Nikhil Malhotra,CQNZU7387G,,50,1.0,1.0,0
998,3,Not Graduate,Yes,8500000.0,28300000.0,2,810,25200000.0,4300000.0,18500000.0,10700000.0,Approved,Ankit Singh,UDNSA4466I,,50,0.0,1.0,1
999,0,Graduate,Yes,8900000.0,20900000.0,18,568,18800000.0,700000.0,32700000.0,5300000.0,Approved,Kavita Gupta,BJADS8533T,,50,1.0,1.0,1
1000,0,Graduate,No,2800000.0,5600000.0,8,842,0.0,1300000.0,6100000.0,1900000.0,Approved,Manish Agarwal,JQRKH4140W,,50,1.0,0.0,1
1001,3,Not Graduate,Yes,2900000.0,7000000.0,4,806,5700000.0,5600000.0,5900000.0,3000000.0,Approved,Rakesh Mehta,GHZYY6457Z,,50,0.0,1.0,1
1002,1,Graduate,Yes,4900000.0,17700000.0,8,722,9200000.0,7300000.0,16400000.0,3000000.0,Approved,Riya Malhotra,NHHNM2641Q,,50,1.0,1.0,1
1003,5,Not Graduate,No,9600000.0,20700000.0,14,442,25800000.0,9800000.0,31800000.0,8200000.0,Rejected,Rohit Sharma,DVCNR6690O,,50,0.0,0.0,0
1004,3,Graduate,Yes,3300000.0,9800000.0,6,360,4500000.0,600000.0,11000000.0,4400000.0,Rejected,Meera Bansal,XKEOM1005Q,,50,1.0,1.0,0
1005,3,Not Graduate,No,2800000.0,5900000.0,4,461,1600000.0,400000.0,8900000.0,2800000.0,Rejected,Priya Verma,CNKNX8138B,,50,0.0,0.0,0
1006,2,Graduate,No,7800000.0,22200000.0,10,735,9700000.0,4600000.0,23000000.0,6900000.0,Approved,Rohit Malhotra,BUUCN4159W,,50,1.0,0.0,1
1007,4,Graduate,Yes,2500000.0,8400000.0,12,761,6300000.0,1300000.0,8400000.0,1600000.0,Approved,Rakesh Verma,RDGYW7768O,,50,1.0,1.0,1
1008,0,Graduate,No,4400000.0,10600000.0,20,653,6800000.0,4600000.0,16800000.0,5400000.0,Approved,Nikhil Kapoor,MYJCQ6680E,,50,1.0,0.0,1
1009,0,Not Graduate,No,7900000.0,30800000.0,4,726,5000000.0,14600000.0,23800000.0,5500000.0,Approved,Ankit Malhotra,JTZCX0309P,,50,0.0,0.0,1
1010,1,Graduate,No,8900000.0,22600000.0,18,617,8400000.0,15500000.0,27900000.0,11700000.0,Approved,Rahul Bansal,DJVPX2136E,,50,1.0,0.0,1
1011,0,Graduate,No,5600000.0,13400000.0,2,460,3400000.0,4100000.0,14800000.0,4100000.0,Rejected,Neha Sharma,HKMSH2467H,,50,1.0,0.0,0
1012,1,Not Graduate,No,1400000.0,3300000.0,8,306,3200000.0,800000.0,2700000.0,800000.0,Rejected,Neha Sharma,XKMFF0376G,,50,0.0,0.0,0
1013,5,Graduate,Yes,500000.0,1400000.0,4,471,500000.0,100000.0,1300000.0,300000.0,Rejected,Pooja Gupta,IDMDI4200B,,50,1.0,1.0,0
1014,1,Graduate,Yes,5100000.0,15300000.0,4,628,6900000.0,3300000.0,17600000.0,2700000.0,Approved,Kavita Singh,ANISR6012J,,50,1.0,1.0,1
1015,3,Graduate,No,9800000.0,25600000.0,10,404,24400000.0,6700000.0,37000000.0,11500000.0,Rejected,Nikhil Agarwal,BNATF0725L,,50,1.0,0.0,0
1016,2,Graduate,Yes,8600000.0,21600000.0,16,804,15400000.0,300000.0,26800000.0,7100000.0,Approved,Anjali Verma,WHUWL5579S,,50,1.0,1.0,1
1017,3,Not Graduate,No,1600000.0,3900000.0,20,804,900000.0,2500000.0,3200000.0,800000.0,Approved,Nikhil Singh,GIZYC1573C,,50,0.0,0.0,1
1018,1,Not Graduate,Yes,2500000.0,6700000.0,2,502,3400000.0,2600000.0,9400000.0,1400000.0,Rejected,Vikas Mehta,QVMKV0983T,,50,0.0,1.0,0
1019,0,Graduate,No,9500000.0,22600000.0,6,861,24700000.0,13200000.0,29000000.0,5600000.0,Approved,Priya Kumar,EGZLV9335I,,50,1.0,0.0,1
1020,2,Not Graduate,Yes,3000000.0,7800000.0,14,555,6600000.0,2700000.0,9600000.0,1700000.0,Approved,Rohit Malhotra,KDKFG5180M,,50,0.0,1.0,1
1021,0,Not Graduate,No,5100000.0,13600000.0,18,351,1700000.0,3700000.0,14400000.0,7600000.0,Rejected,Priya Singh,RLGCI3807B,,50,0.0,0.0,0
1022,2,Not Graduate,Yes,7600000.0,23600000.0,6,358,20200000.0,2900000.0,22100000.0,10900000.0,Rejected,Meera Agarwal,EWHYU4272P,,50,0.0,1.0,0
1023,5,Graduate,No,8800000.0,18800000.0,14,836,17300000.0,10100000.0,32700000.0,5400000.0,Approved,Suresh Agarwal,XTAIL6053N,,50,1.0,0.0,1
1024,4,Not Graduate,Yes,1100000.0,2900000.0,4,554,2800000.0,1000000.0,4100000.0,1600000.0,Approved,Suresh Kumar,WLDYH2849O,,50,0.0,1.0,1
1025,3,Graduate,No,8700000.0,30500000.0,2,443,11800000.0,1800000.0,24600000.0,8100000.0,Approved,Priya Sharma,LYJNR2599D,,50,1.0,0.0,1
1026,5,Not Graduate,No,6100000.0,23600000.0,4,725,17400000.0,5100000.0,15600000.0,4800000.0,Approved,Sneha Mehta,WRIZY0107D,,50,0.0,0.0,1
1027,2,Not Graduate,Yes,1900000.0,7000000.0,14,818,4800000.0,3500000.0,4500000.0,2100000.0,Approved,Neha Kapoor,EUCYU1808P,,50,0.0,1.0,1
1028,1,Not Graduate,No,9900000.0,38700000.0,6,670,19400000.0,12600000.0,35800000.0,6500000.0,Approved,Anjali Singh,OGVZP6770O,,50,0.0,0.0,1
1029,0,Graduate,No,5800000.0,21100000.0,6,414,7900000.0,2400000.0,16000000.0,5600000.0,Rejected,Arjun Singh,WHUDQ1708A,,50,1.0,0.0,0
1030,2,Not Graduate,Yes,9500000.0,37000000.0,8,887,21800000.0,18300000.0,19200000.0,11700000.0,Approved,Rohit Agarwal,ADNZD8167T,,50,0.0,1.0,1
1031,3,Graduate,Yes,7900000.0,26600000.0,12,409,17100000.0,1400000.0,22500000.0,8700000.0,Rejected,Arjun Kapoor,OGQMT4959R,,50,1.0,1.0,0
1032,1,Not Graduate,Yes,1300000.0,4500000.0,14,679,2700000.0,2100000.0,3700000.0,1600000.0,Approved,Ankit Verma,TIIWL8761M,,50,0.0,1.0,1
1033,4,Graduate,Yes,700000.0,2600000.0,18,478,600000.0,600000.0,2100000.0,300000.0,Rejected,Arjun Bansal,NCEWS4629Y,,50,1.0,1.0,0
1034,3,Graduate,No,600000.0,1200000.0,2,752,1100000.0,500000.0,2300000.0,700000.0,Approved,Isha Gupta,WIEBL1396Q,,50,1.0,0.0,1
1035,0,Graduate,No,9400000.0,33000000.0,4,616,15400000.0,5000000.0,25100000.0,7800000.0,Approved,Rohit Bansal,HYUVM1374E,,50,1.0,0.0,1
1036,2,Not Graduate,Yes,3800000.0,12500000.0,14,842,3700000.0,6700000.0,14600000.0,5300000.0,Approved,Priya Mehta,RMTVH0321Q,,50,0.0,1.0,1
1037,3,Graduate,Yes,7800000.0,26300000.0,20,840,1200000.0,11300000.0,24100000.0,5300000.0,Approved,Suresh Singh,GWFRZ0848Q,,50,1.0,1.0,1
1038,3,Graduate,Yes,7800000.0,27700000.0,6,430,2000000.0,8000000.0,26100000.0,5300000.0,Rejected,Kavita Gupta,VMHIV1706E,,50,1.0,1.0,0
1039,4,Not Graduate,No,2700000.0,7000000.0,4,351,1100000.0,2300000.0,8300000.0,2700000.0,Rejected,Rakesh Bansal,NLAEZ3267A,,50,0.0,0.0,0
1040,5,Not Graduate,No,600000.0,2300000.0,4,347,0.0,0.0,1900000.0,200000.0,Rejected,Ankit Mehta,QEJHB8082G,,50,0.0,0.0,0
1041,3,Not Graduate,Yes,8000000.0,28800000.0,10,576,18800000.0,7500000.0,16300000.0,11900000.0,Approved,Meera Mehta,OOOOU1105Y,,50,0.0,1.0,1
1042,0,Not Graduate,Yes,4000000.0,11000000.0,8,799,4400000.0,6100000.0,14700000.0,4200000.0,Approved,Manish Kumar,WETHO1775P,,50,0.0,1.0,1
1043,1,Not Graduate,Yes,3300000.0,10800000.0,2,550,6000000.0,3800000.0,11000000.0,4700000.0,Approved,Suresh Mehta,QXBNG9235X,,50,0.0,1.0,1
1044,2,Graduate,No,5800000.0,13300000.0,4,878,8400000.0,5400000.0,18600000.0,4500000.0,Approved,Suresh Kumar,XEYKF0061N,,50,1.0,0.0,1
1045,3,Graduate,Yes,2400000.0,4800000.0,12,895,6800000.0,300000.0,7300000.0,3300000.0,Approved,Kavita Bansal,OIDFN1630L,,50,1.0,1.0,1
1046,4,Not Graduate,No,7600000.0,29700000.0,6,603,3200000.0,2900000.0,27800000.0,11000000.0,Approved,Vikas Kumar,HXZLL9815A,,50,0.0,0.0,1
